category,substance,sample_type,unit,year,age_group_en,age_group_kr,statistic,value
환경성 페놀류,비스페놀 S,요,㎍/L,2023,preschool,영유아,p95,4.22
환경성 페놀류,비스페놀 S,요,㎍/L,2023,elementary,초등학생,geometric_mean,0.324
환경성 페놀류,비스페놀 S,요,㎍/L,2023,elementary,초등학생,p95,2.9
환경성 페놀류,비스페놀 S,요,㎍/L,2023,middle_high_school,중고등학생,geometric_mean,0.372
환경성 페놀류,비스페놀 S,요,㎍/L,2023,middle_high_school,중고등학생,p95,3.68
환경성 페놀류,비스페놀 S,요,㎍/L,2023,adult,성인,geometric_mean,0.323
환경성 페놀류,비스페놀 S,요,㎍/L,2023,adult,성인,p95,3.02
환경성 페놀류,비스페놀 S,요,㎍/g cr.,2023,preschool,영유아,geometric_mean,0.581
환경성 페놀류,비스페놀 S,요,㎍/g cr.,2023,preschool,영유아,p95,4.03
환경성 페놀류,비스페놀 S,요,㎍/g cr.,2023,elementary,초등학생,geometric_mean,0.263
환경성 페놀류,비스페놀 S,요,㎍/g cr.,2023,elementary,초등학생,p95,2.26
환경성 페놀류,비스페놀 S,요,㎍/g cr.,2023,middle_high_school,중고등학생,geometric_mean,0.219
환경성 페놀류,비스페놀 S,요,㎍/g cr.,2023,middle_high_school,중고등학생,p95,2.31
환경성 페놀류,비스페놀 S,요,㎍/g cr.,2023,adult,성인,geometric_mean,0.327
환경성 페놀류,비스페놀 S,요,㎍/g cr.,2023,adult,성인,p95,2.67
환경성 페놀류,메틸파라벤,요,㎍/L,2023,preschool,영유아,geometric_mean,54.9
환경성 페놀류,메틸파라벤,요,㎍/L,2023,preschool,영유아,p95,4704.0
환경성 페놀류,메틸파라벤,요,㎍/L,2023,elementary,초등학생,geometric_mean,8.7
환경성 페놀류,메틸파라벤,요,㎍/L,2023,elementary,초등학생,p95,457.0
환경성 페놀류,메틸파라벤,요,㎍/L,2023,middle_high_school,중고등학생,geometric_mean,12.5
환경성 페놀류,메틸파라벤,요,㎍/L,2023,middle_high_school,중고등학생,p95,143.0
환경성 페놀류,메틸파라벤,요,㎍/L,2023,adult,성인,geometric_mean,10.3
환경성 페놀류,메틸파라벤,요,㎍/L,2023,adult,성인,p95,189.0
환경성 페놀류,메틸파라벤,요,㎍/g cr.,2023,preschool,영유아,geometric_mean,61.3
환경성 페놀류,메틸파라벤,요,㎍/g cr.,2023,preschool,영유아,p95,5041.0
환경성 페놀류,메틸파라벤,요,㎍/g cr.,2023,elementary,초등학생,geometric_mean,7.02
환경성 페놀류,메틸파라벤,요,㎍/g cr.,2023,elementary,초등학생,p95,365.0
환경성 페놀류,메틸파라벤,요,㎍/g cr.,2023,middle_high_school,중고등학생,geometric_mean,7.67
환경성 페놀류,메틸파라벤,요,㎍/g cr.,2023,middle_high_school,중고등학생,p95,89.3
환경성 페놀류,메틸파라벤,요,㎍/g cr.,2023,adult,성인,geometric_mean,10.6
환경성 페놀류,메틸파라벤,요,㎍/g cr.,2023,adult,성인,p95,211.0
환경성 페놀류,에틸파라벤,요,㎍/L,2023,preschool,영유아,geometric_mean,22.1
환경성 페놀류,에틸파라벤,요,㎍/L,2023,preschool,영유아,p95,723.0
환경성 페놀류,에틸파라벤,요,㎍/L,2023,elementary,초등학생,geometric_mean,19.2
환경성 페놀류,에틸파라벤,요,㎍/L,2023,elementary,초등학생,p95,537.0
환경성 페놀류,에틸파라벤,요,㎍/L,2023,middle_high_school,중고등학생,geometric_mean,36.3
환경성 페놀류,에틸파라벤,요,㎍/L,2023,middle_high_school,중고등학생,p95,789.0
환경성 페놀류,에틸파라벤,요,㎍/L,2023,adult,성인,geometric_mean,33.6
환경성 페놀류,에틸파라벤,요,㎍/L,2023,adult,성인,p95,721.0
환경성 페놀류,에틸파라벤,요,㎍/g cr.,2023,preschool,영유아,geometric_mean,24.7
환경성 페놀류,에틸파라벤,요,㎍/g cr.,2023,preschool,영유아,p95,758.0
환경성 페놀류,에틸파라벤,요,㎍/g cr.,2023,elementary,초등학생,geometric_mean,15.7
환경성 페놀류,에틸파라벤,요,㎍/g cr.,2023,elementary,초등학생,p95,366.0
환경성 페놀류,에틸파라벤,요,㎍/g cr.,2023,middle_high_school,중고등학생,geometric_mean,22.8
환경성 페놀류,에틸파라벤,요,㎍/g cr.,2023,middle_high_school,중고등학생,p95,402.0
환경성 페놀류,에틸파라벤,요,㎍/g cr.,2023,adult,성인,geometric_mean,34.1
환경성 페놀류,에틸파라벤,요,㎍/g cr.,2023,adult,성인,p95,592.0
환경성 페놀류,프로필파라벤,요,㎍/L,2023,preschool,영유아,geometric_mean,2.0
환경성 페놀류,프로필파라벤,요,㎍/L,2023,preschool,영유아,p95,509.0
환경성 페놀류,프로필파라벤,요,㎍/L,2023,elementary,초등학생,geometric_mean,0.452
환경성 페놀류,프로필파라벤,요,㎍/L,2023,elementary,초등학생,p95,41.7
환경성 페놀류,프로필파라벤,요,㎍/L,2023,middle_high_school,중고등학생,geometric_mean,0.317
환경성 페놀류,프로필파라벤,요,㎍/L,2023,middle_high_school,중고등학생,p95,17.3
환경성 페놀류,프로필파라벤,요,㎍/L,2023,adult,성인,geometric_mean,0.402
환경성 페놀류,프로필파라벤,요,㎍/L,2023,adult,성인,p95,27.3
환경성 페놀류,프로필파라벤,요,㎍/g cr.,2023,preschool,영유아,geometric_mean,2.25
환경성 페놀류,프로필파라벤,요,㎍/g cr.,2023,preschool,영유아,p95,624.0
환경성 페놀류,프로필파라벤,요,㎍/g cr.,2023,elementary,초등학생,geometric_mean,0.36
환경성 페놀류,프로필파라벤,요,㎍/g cr.,2023,elementary,초등학생,p95,34.2
환경성 페놀류,프로필파라벤,요,㎍/g cr.,2023,middle_high_school,중고등학생,geometric_mean,0.193
환경성 페놀류,프로필파라벤,요,㎍/g cr.,2023,middle_high_school,중고등학생,p95,11.9
환경성 페놀류,프로필파라벤,요,㎍/g cr.,2023,adult,성인,geometric_mean,0.397
환경성 페놀류,프로필파라벤,요,㎍/g cr.,2023,adult,성인,p95,33.1
환경성 페놀류,부틸파라벤,요,㎍/L,2023,preschool,영유아,geometric_mean,0.669
환경성 페놀류,부틸파라벤,요,㎍/L,2023,preschool,영유아,p95,3.48
환경성 페놀류,부틸파라벤,요,㎍/L,2023,elementary,초등학생,geometric_mean,0.319
환경성 페놀류,부틸파라벤,요,㎍/L,2023,elementary,초등학생,p95,0.679
환경성 페놀류,부틸파라벤,요,㎍/L,2023,middle_high_school,중고등학생,p95,2.39
환경성 페놀류,부틸파라벤,요,㎍/L,2023,adult,성인,geometric_mean,0.411
환경성 페놀류,부틸파라벤,요,㎍/L,2023,adult,성인,p95,2.95
환경성 페놀류,부틸파라벤,요,㎍/g cr.,2023,preschool,영유아,geometric_mean,0.705
환경성 페놀류,부틸파라벤,요,㎍/g cr.,2023,preschool,영유아,p95,4.08
환경성 페놀류,부틸파라벤,요,㎍/g cr.,2023,elementary,초등학생,geometric_mean,0.251
환경성 페놀류,부틸파라벤,요,㎍/g cr.,2023,elementary,초등학생,p95,0.718
환경성 페놀류,부틸파라벤,요,㎍/g cr.,2023,middle_high_school,중고등학생,p95,2.72
환경성 페놀류,부틸파라벤,요,㎍/g cr.,2023,adult,성인,geometric_mean,0.388
환경성 페놀류,부틸파라벤,요,㎍/g cr.,2023,adult,성인,p95,3.84
환경성 페놀류,벤조페논-3,요,㎍/L,2023,preschool,영유아,geometric_mean,0.512
환경성 페놀류,벤조페논-3,요,㎍/L,2023,preschool,영유아,p95,5.84
환경성 페놀류,벤조페논-3,요,㎍/L,2023,elementary,초등학생,geometric_mean,0.486
환경성 페놀류,벤조페논-3,요,㎍/L,2023,elementary,초등학생,p95,4.65
환경성 페놀류,벤조페논-3,요,㎍/L,2023,middle_high_school,중고등학생,geometric_mean,0.593
환경성 페놀류,벤조페논-3,요,㎍/L,2023,middle_high_school,중고등학생,p95,6.89
환경성 페놀류,벤조페논-3,요,㎍/L,2023,adult,성인,geometric_mean,0.42
환경성 페놀류,벤조페논-3,요,㎍/L,2023,adult,성인,p95,7.71
환경성 페놀류,벤조페논-3,요,㎍/g cr.,2023,preschool,영유아,geometric_mean,0.57
환경성 페놀류,벤조페논-3,요,㎍/g cr.,2023,preschool,영유아,p95,6.29
환경성 페놀류,벤조페논-3,요,㎍/g cr.,2023,elementary,초등학생,geometric_mean,0.389
환경성 페놀류,벤조페논-3,요,㎍/g cr.,2023,elementary,초등학생,p95,3.41
환경성 페놀류,벤조페논-3,요,㎍/g cr.,2023,middle_high_school,중고등학생,geometric_mean,0.344
환경성 페놀류,벤조페논-3,요,㎍/g cr.,2023,middle_high_school,중고등학생,p95,3.78
환경성 페놀류,벤조페논-3,요,㎍/g cr.,2023,adult,성인,geometric_mean,0.412
환경성 페놀류,벤조페논-3,요,㎍/g cr.,2023,adult,성인,p95,7.76
환경성 페놀류,트리클로산,요,㎍/L,2023,preschool,영유아,geometric_mean,0.36
환경성 페놀류,트리클로산,요,㎍/L,2023,preschool,영유아,p95,4.95
환경성 페놀류,트리클로산,요,㎍/L,2023,elementary,초등학생,geometric_mean,0.279
환경성 페놀류,트리클로산,요,㎍/L,2023,elementary,초등학생,p95,2.41
환경성 페놀류,트리클로산,요,㎍/L,2023,middle_high_school,중고등학생,geometric_mean,0.24
환경성 페놀류,트리클로산,요,㎍/L,2023,middle_high_school,중고등학생,p95,1.9
환경성 페놀류,트리클로산,요,㎍/L,2023,adult,성인,geometric_mean,0.134
환경성 페놀류,트리클로산,요,㎍/L,2023,adult,성인,p95,1.14
환경성 페놀류,트리클로산,요,㎍/g cr.,2023,preschool,영유아,geometric_mean,0.415
환경성 페놀류,트리클로산,요,㎍/g cr.,2023,preschool,영유아,p95,5.33
환경성 페놀류,트리클로산,요,㎍/g cr.,2023,elementary,초등학생,geometric_mean,0.226
환경성 페놀류,트리클로산,요,㎍/g cr.,2023,elementary,초등학생,p95,2.39
환경성 페놀류,트리클로산,요,㎍/g cr.,2023,middle_high_school,중고등학생,geometric_mean,0.134
환경성 페놀류,트리클로산,요,㎍/g cr.,2023,middle_high_school,중고등학생,p95,0.657
환경성 페놀류,트리클로산,요,㎍/g cr.,2023,adult,성인,geometric_mean,0.132
환경성 페놀류,트리클로산,요,㎍/g cr.,2023,adult,성인,p95,0.972
프탈레이트 대사체,모노(2-에틸-5-하이드록시헥실)프탈레이트(MEHHP),요,㎍/L,2023,preschool,영유아,geometric_mean,16.8
프탈레이트 대사체,모노(2-에틸-5-하이드록시헥실)프탈레이트(MEHHP),요,㎍/L,2023,preschool,영유아,p95,70.1
프탈레이트 대사체,모노(2-에틸-5-하이드록시헥실)프탈레이트(MEHHP),요,㎍/L,2023,elementary,초등학생,geometric_mean,17.0
프탈레이트 대사체,모노(2-에틸-5-하이드록시헥실)프탈레이트(MEHHP),요,㎍/L,2023,elementary,초등학생,p95,63.1
프탈레이트 대사체,모노(2-에틸-5-하이드록시헥실)프탈레이트(MEHHP),요,㎍/L,2023,middle_high_school,중고등학생,geometric_mean,10.3
프탈레이트 대사체,모노(2-에틸-5-하이드록시헥실)프탈레이트(MEHHP),요,㎍/L,2023,middle_high_school,중고등학생,p95,41.8
프탈레이트 대사체,모노(2-에틸-5-하이드록시헥실)프탈레이트(MEHHP),요,㎍/L,2023,adult,성인,geometric_mean,8.04
프탈레이트 대사체,모노(2-에틸-5-하이드록시헥실)프탈레이트(MEHHP),요,㎍/L,2023,adult,성인,p95,32.6
프탈레이트 대사체,모노(2-에틸-5-하이드록시헥실)프탈레이트(MEHHP),요,㎍/g cr.,2023,preschool,영유아,geometric_mean,19.4
프탈레이트 대사체,모노(2-에틸-5-하이드록시헥실)프탈레이트(MEHHP),요,㎍/g cr.,2023,preschool,영유아,p95,61.4
프탈레이트 대사체,모노(2-에틸-5-하이드록시헥실)프탈레이트(MEHHP),요,㎍/g cr.,2023,elementary,초등학생,geometric_mean,14.0
프탈레이트 대사체,모노(2-에틸-5-하이드록시헥실)프탈레이트(MEHHP),요,㎍/g cr.,2023,elementary,초등학생,p95,47.6
프탈레이트 대사체,모노(2-에틸-5-하이드록시헥실)프탈레이트(MEHHP),요,㎍/g cr.,2023,middle_high_school,중고등학생,geometric_mean,5.97
프탈레이트 대사체,모노(2-에틸-5-하이드록시헥실)프탈레이트(MEHHP),요,㎍/g cr.,2023,middle_high_school,중고등학생,p95,19.3
프탈레이트 대사체,모노(2-에틸-5-하이드록시헥실)프탈레이트(MEHHP),요,㎍/g cr.,2023,adult,성인,geometric_mean,8.23
프탈레이트 대사체,모노(2-에틸-5-하이드록시헥실)프탈레이트(MEHHP),요,㎍/g cr.,2023,adult,성인,p95,26.4
프탈레이트 대사체,모노(2-에틸-5-옥소헥실)프탈레이트 (MEOHP),요,㎍/L,2023,preschool,영유아,geometric_mean,11.5
프탈레이트 대사체,모노(2-에틸-5-옥소헥실)프탈레이트 (MEOHP),요,㎍/L,2023,preschool,영유아,p95,49.5
프탈레이트 대사체,모노(2-에틸-5-옥소헥실)프탈레이트 (MEOHP),요,㎍/L,2023,elementary,초등학생,geometric_mean,11.3
프탈레이트 대사체,모노(2-에틸-5-옥소헥실)프탈레이트 (MEOHP),요,㎍/L,2023,elementary,초등학생,p95,43.5
프탈레이트 대사체,모노(2-에틸-5-옥소헥실)프탈레이트 (MEOHP),요,㎍/L,2023,middle_high_school,중고등학생,geometric_mean,6.55
프탈레이트 대사체,모노(2-에틸-5-옥소헥실)프탈레이트 (MEOHP),요,㎍/L,2023,middle_high_school,중고등학생,p95,25.2
프탈레이트 대사체,모노(2-에틸-5-옥소헥실)프탈레이트 (MEOHP),요,㎍/L,2023,adult,성인,geometric_mean,4.65
프탈레이트 대사체,모노(2-에틸-5-옥소헥실)프탈레이트 (MEOHP),요,㎍/L,2023,adult,성인,p95,18.4
프탈레이트 대사체,모노(2-에틸-5-옥소헥실)프탈레이트 (MEOHP),요,㎍/g cr.,2023,preschool,영유아,geometric_mean,13.3
프탈레이트 대사체,모노(2-에틸-5-옥소헥실)프탈레이트 (MEOHP),요,㎍/g cr.,2023,preschool,영유아,p95,46.1
프탈레이트 대사체,모노(2-에틸-5-옥소헥실)프탈레이트 (MEOHP),요,㎍/g cr.,2023,elementary,초등학생,geometric_mean,9.22
프탈레이트 대사체,모노(2-에틸-5-옥소헥실)프탈레이트 (MEOHP),요,㎍/g cr.,2023,elementary,초등학생,p95,31.5
프탈레이트 대사체,모노(2-에틸-5-옥소헥실)프탈레이트 (MEOHP),요,㎍/g cr.,2023,middle_high_school,중고등학생,geometric_mean,3.81
프탈레이트 대사체,모노(2-에틸-5-옥소헥실)프탈레이트 (MEOHP),요,㎍/g cr.,2023,middle_high_school,중고등학생,p95,14.1
프탈레이트 대사체,모노(2-에틸-5-옥소헥실)프탈레이트 (MEOHP),요,㎍/g cr.,2023,adult,성인,geometric_mean,4.74
프탈레이트 대사체,모노(2-에틸-5-옥소헥실)프탈레이트 (MEOHP),요,㎍/g cr.,2023,adult,성인,p95,15.3
프탈레이트 대사체,모노(2-에틸-5-카르복시펜틸)프탈레이트 (MECPP),요,㎍/L,2023,preschool,영유아,geometric_mean,26.5
프탈레이트 대사체,모노(2-에틸-5-카르복시펜틸)프탈레이트 (MECPP),요,㎍/L,2023,preschool,영유아,p95,118.0
프탈레이트 대사체,모노(2-에틸-5-카르복시펜틸)프탈레이트 (MECPP),요,㎍/L,2023,elementary,초등학생,geometric_mean,26.8
프탈레이트 대사체,모노(2-에틸-5-카르복시펜틸)프탈레이트 (MECPP),요,㎍/L,2023,elementary,초등학생,p95,99.2
프탈레이트 대사체,모노(2-에틸-5-카르복시펜틸)프탈레이트 (MECPP),요,㎍/L,2023,middle_high_school,중고등학생,geometric_mean,16.1
프탈레이트 대사체,모노(2-에틸-5-카르복시펜틸)프탈레이트 (MECPP),요,㎍/L,2023,middle_high_school,중고등학생,p95,64.5
프탈레이트 대사체,모노(2-에틸-5-카르복시펜틸)프탈레이트 (MECPP),요,㎍/L,2023,adult,성인,geometric_mean,10.9
프탈레이트 대사체,모노(2-에틸-5-카르복시펜틸)프탈레이트 (MECPP),요,㎍/L,2023,adult,성인,p95,43.2
프탈레이트 대사체,모노(2-에틸-5-카르복시펜틸)프탈레이트 (MECPP),요,㎍/g cr.,2023,preschool,영유아,geometric_mean,30.5
프탈레이트 대사체,모노(2-에틸-5-카르복시펜틸)프탈레이트 (MECPP),요,㎍/g cr.,2023,preschool,영유아,p95,106.0
프탈레이트 대사체,모노(2-에틸-5-카르복시펜틸)프탈레이트 (MECPP),요,㎍/g cr.,2023,elementary,초등학생,geometric_mean,21.9
프탈레이트 대사체,모노(2-에틸-5-카르복시펜틸)프탈레이트 (MECPP),요,㎍/g cr.,2023,elementary,초등학생,p95,78.0
프탈레이트 대사체,모노(2-에틸-5-카르복시펜틸)프탈레이트 (MECPP),요,㎍/g cr.,2023,middle_high_school,중고등학생,geometric_mean,9.33
프탈레이트 대사체,모노(2-에틸-5-카르복시펜틸)프탈레이트 (MECPP),요,㎍/g cr.,2023,middle_high_school,중고등학생,p95,31.8
프탈레이트 대사체,모노(2-에틸-5-카르복시펜틸)프탈레이트 (MECPP),요,㎍/g cr.,2023,adult,성인,geometric_mean,11.1
프탈레이트 대사체,모노(2-에틸-5-카르복시펜틸)프탈레이트 (MECPP),요,㎍/g cr.,2023,adult,성인,p95,35.3
프탈레이트 대사체,모노벤질프탈레이트 (MBzP),요,㎍/L,2023,preschool,영유아,geometric_mean,0.803
프탈레이트 대사체,모노벤질프탈레이트 (MBzP),요,㎍/L,2023,preschool,영유아,p95,7.92
프탈레이트 대사체,모노벤질프탈레이트 (MBzP),요,㎍/L,2023,elementary,초등학생,geometric_mean,1.02
프탈레이트 대사체,모노벤질프탈레이트 (MBzP),요,㎍/L,2023,elementary,초등학생,p95,8.01
프탈레이트 대사체,모노벤질프탈레이트 (MBzP),요,㎍/L,2023,middle_high_school,중고등학생,geometric_mean,0.927
프탈레이트 대사체,모노벤질프탈레이트 (MBzP),요,㎍/L,2023,middle_high_school,중고등학생,p95,11.1
프탈레이트 대사체,모노벤질프탈레이트 (MBzP),요,㎍/L,2023,adult,성인,geometric_mean,0.826
프탈레이트 대사체,모노벤질프탈레이트 (MBzP),요,㎍/L,2023,adult,성인,p95,6.47
프탈레이트 대사체,모노벤질프탈레이트 (MBzP),요,㎍/g cr.,2023,preschool,영유아,geometric_mean,0.926
프탈레이트 대사체,모노벤질프탈레이트 (MBzP),요,㎍/g cr.,2023,preschool,영유아,p95,7.47
프탈레이트 대사체,모노벤질프탈레이트 (MBzP),요,㎍/g cr.,2023,elementary,초등학생,geometric_mean,0.833
프탈레이트 대사체,모노벤질프탈레이트 (MBzP),요,㎍/g cr.,2023,elementary,초등학생,p95,5.78
프탈레이트 대사체,모노벤질프탈레이트 (MBzP),요,㎍/g cr.,2023,middle_high_school,중고등학생,geometric_mean,0.513
프탈레이트 대사체,모노벤질프탈레이트 (MBzP),요,㎍/g cr.,2023,middle_high_school,중고등학생,p95,5.18
프탈레이트 대사체,모노벤질프탈레이트 (MBzP),요,㎍/g cr.,2023,adult,성인,geometric_mean,0.813
프탈레이트 대사체,모노벤질프탈레이트 (MBzP),요,㎍/g cr.,2023,adult,성인,p95,5.21
프탈레이트 대사체,모노부틸프탈레이트 (MnBP),요,㎍/L,2023,preschool,영유아,geometric_mean,47.7
프탈레이트 대사체,모노부틸프탈레이트 (MnBP),요,㎍/L,2023,preschool,영유아,p95,155.0
프탈레이트 대사체,모노부틸프탈레이트 (MnBP),요,㎍/L,2023,elementary,초등학생,geometric_mean,40.6
프탈레이트 대사체,모노부틸프탈레이트 (MnBP),요,㎍/L,2023,elementary,초등학생,p95,168.0
프탈레이트 대사체,모노부틸프탈레이트 (MnBP),요,㎍/L,2023,middle_high_school,중고등학생,geometric_mean,38.1
프탈레이트 대사체,모노부틸프탈레이트 (MnBP),요,㎍/L,2023,middle_high_school,중고등학생,p95,155.0
프탈레이트 대사체,모노부틸프탈레이트 (MnBP),요,㎍/L,2023,adult,성인,geometric_mean,24.2
프탈레이트 대사체,모노부틸프탈레이트 (MnBP),요,㎍/L,2023,adult,성인,p95,105.0
프탈레이트 대사체,모노부틸프탈레이트 (MnBP),요,㎍/g cr.,2023,preschool,영유아,geometric_mean,55.2
프탈레이트 대사체,모노부틸프탈레이트 (MnBP),요,㎍/g cr.,2023,preschool,영유아,p95,152.0
프탈레이트 대사체,모노부틸프탈레이트 (MnBP),요,㎍/g cr.,2023,elementary,초등학생,geometric_mean,33.1
프탈레이트 대사체,모노부틸프탈레이트 (MnBP),요,㎍/g cr.,2023,elementary,초등학생,p95,108.0
프탈레이트 대사체,모노부틸프탈레이트 (MnBP),요,㎍/g cr.,2023,middle_high_school,중고등학생,geometric_mean,21.8
프탈레이트 대사체,모노부틸프탈레이트 (MnBP),요,㎍/g cr.,2023,middle_high_school,중고등학생,p95,70.2
프탈레이트 대사체,모노부틸프탈레이트 (MnBP),요,㎍/g cr.,2023,adult,성인,geometric_mean,24.5
프탈레이트 대사체,모노부틸프탈레이트 (MnBP),요,㎍/g cr.,2023,adult,성인,p95,85.6
프탈레이트 대사체,모노(3-카르복시프로필)프탈레이트(MCPP),요,㎍/L,2023,preschool,영유아,geometric_mean,1.42
프탈레이트 대사체,모노(3-카르복시프로필)프탈레이트(MCPP),요,㎍/L,2023,preschool,영유아,p95,5.31
프탈레이트 대사체,모노(3-카르복시프로필)프탈레이트(MCPP),요,㎍/L,2023,elementary,초등학생,geometric_mean,1.0
프탈레이트 대사체,모노(3-카르복시프로필)프탈레이트(MCPP),요,㎍/L,2023,elementary,초등학생,p95,3.41
프탈레이트 대사체,모노(3-카르복시프로필)프탈레이트(MCPP),요,㎍/L,2023,middle_high_school,중고등학생,geometric_mean,0.744
프탈레이트 대사체,모노(3-카르복시프로필)프탈레이트(MCPP),요,㎍/L,2023,middle_high_school,중고등학생,p95,2.52
프탈레이트 대사체,모노(3-카르복시프로필)프탈레이트(MCPP),요,㎍/L,2023,adult,성인,geometric_mean,0.41
프탈레이트 대사체,모노(3-카르복시프로필)프탈레이트(MCPP),요,㎍/L,2023,adult,성인,p95,1.64
프탈레이트 대사체,모노(3-카르복시프로필)프탈레이트(MCPP),요,㎍/g cr.,2023,preschool,영유아,geometric_mean,1.62
프탈레이트 대사체,모노(3-카르복시프로필)프탈레이트(MCPP),요,㎍/g cr.,2023,preschool,영유아,p95,5.22
프탈레이트 대사체,모노(3-카르복시프로필)프탈레이트(MCPP),요,㎍/g cr.,2023,elementary,초등학생,geometric_mean,0.814
프탈레이트 대사체,모노(3-카르복시프로필)프탈레이트(MCPP),요,㎍/g cr.,2023,elementary,초등학생,p95,2.46
프탈레이트 대사체,모노(3-카르복시프로필)프탈레이트(MCPP),요,㎍/g cr.,2023,middle_high_school,중고등학생,geometric_mean,0.43
프탈레이트 대사체,모노(3-카르복시프로필)프탈레이트(MCPP),요,㎍/g cr.,2023,middle_high_school,중고등학생,p95,1.25
프탈레이트 대사체,모노(3-카르복시프로필)프탈레이트(MCPP),요,㎍/g cr.,2023,adult,성인,geometric_mean,0.414
프탈레이트 대사체,모노(3-카르복시프로필)프탈레이트(MCPP),요,㎍/g cr.,2023,adult,성인,p95,1.37
프탈레이트 대사체,모노 메틸 프탈레이트(MMP),요,㎍/L,2023,preschool,영유아,geometric_mean,9.13
프탈레이트 대사체,모노 메틸 프탈레이트(MMP),요,㎍/L,2023,preschool,영유아,p95,45.8
프탈레이트 대사체,모노 메틸 프탈레이트(MMP),요,㎍/L,2023,elementary,초등학생,geometric_mean,5.54
프탈레이트 대사체,모노 메틸 프탈레이트(MMP),요,㎍/L,2023,elementary,초등학생,p95,18.2
프탈레이트 대사체,모노 메틸 프탈레이트(MMP),요,㎍/L,2023,middle_high_school,중고등학생,geometric_mean,4.93
프탈레이트 대사체,모노 메틸 프탈레이트(MMP),요,㎍/L,2023,middle_high_school,중고등학생,p95,15.9
프탈레이트 대사체,모노 메틸 프탈레이트(MMP),요,㎍/L,2023,adult,성인,geometric_mean,3.56
프탈레이트 대사체,모노 메틸 프탈레이트(MMP),요,㎍/L,2023,adult,성인,p95,13.2
프탈레이트 대사체,모노 메틸 프탈레이트(MMP),요,㎍/g cr.,2023,preschool,영유아,geometric_mean,10.4
프탈레이트 대사체,모노 메틸 프탈레이트(MMP),요,㎍/g cr.,2023,preschool,영유아,p95,49.1
프탈레이트 대사체,모노 메틸 프탈레이트(MMP),요,㎍/g cr.,2023,elementary,초등학생,geometric_mean,4.49
프탈레이트 대사체,모노 메틸 프탈레이트(MMP),요,㎍/g cr.,2023,elementary,초등학생,p95,13.7
프탈레이트 대사체,모노 메틸 프탈레이트(MMP),요,㎍/g cr.,2023,middle_high_school,중고등학생,geometric_mean,2.88
프탈레이트 대사체,모노 메틸 프탈레이트(MMP),요,㎍/g cr.,2023,middle_high_school,중고등학생,p95,8.97
프탈레이트 대사체,모노 메틸 프탈레이트(MMP),요,㎍/g cr.,2023,adult,성인,geometric_mean,3.56
프탈레이트 대사체,모노 메틸 프탈레이트(MMP),요,㎍/g cr.,2023,adult,성인,p95,11.6
프탈레이트 대사체,모노 에틸 프탈레이트(MEP),요,㎍/L,2023,preschool,영유아,geometric_mean,4.98
프탈레이트 대사체,모노 에틸 프탈레이트(MEP),요,㎍/L,2023,preschool,영유아,p95,60.0
프탈레이트 대사체,모노 에틸 프탈레이트(MEP),요,㎍/L,2023,elementary,초등학생,geometric_mean,5.99
프탈레이트 대사체,모노 에틸 프탈레이트(MEP),요,㎍/L,2023,elementary,초등학생,p95,63.4
프탈레이트 대사체,모노 에틸 프탈레이트(MEP),요,㎍/L,2023,middle_high_school,중고등학생,geometric_mean,9.53
