category,substance,sample_type,unit,year,age_group_en,age_group_kr,statistic,value
프탈레이트 대사체,모노 에틸 프탈레이트(MEP),요,㎍/L,2023,middle_high_school,중고등학생,p95,144.0
프탈레이트 대사체,모노 에틸 프탈레이트(MEP),요,㎍/L,2023,adult,성인,geometric_mean,4.63
프탈레이트 대사체,모노 에틸 프탈레이트(MEP),요,㎍/L,2023,adult,성인,p95,202.0
프탈레이트 대사체,모노 에틸 프탈레이트(MEP),요,㎍/g cr.,2023,preschool,영유아,geometric_mean,6.1
프탈레이트 대사체,모노 에틸 프탈레이트(MEP),요,㎍/g cr.,2023,preschool,영유아,p95,53.8
프탈레이트 대사체,모노 에틸 프탈레이트(MEP),요,㎍/g cr.,2023,elementary,초등학생,geometric_mean,4.86
프탈레이트 대사체,모노 에틸 프탈레이트(MEP),요,㎍/g cr.,2023,elementary,초등학생,p95,44.2
프탈레이트 대사체,모노 에틸 프탈레이트(MEP),요,㎍/g cr.,2023,middle_high_school,중고등학생,geometric_mean,5.37
프탈레이트 대사체,모노 에틸 프탈레이트(MEP),요,㎍/g cr.,2023,middle_high_school,중고등학생,p95,76.9
프탈레이트 대사체,모노 에틸 프탈레이트(MEP),요,㎍/g cr.,2023,adult,성인,geometric_mean,4.61
프탈레이트 대사체,모노 에틸 프탈레이트(MEP),요,㎍/g cr.,2023,adult,성인,p95,188.0
피레스로이드계 살충제 대사체,3-페녹시벤조익산 (3-PBA),요,㎍/L,2023,preschool,영유아,geometric_mean,0.76
피레스로이드계 살충제 대사체,3-페녹시벤조익산 (3-PBA),요,㎍/L,2023,preschool,영유아,p95,3.74
피레스로이드계 살충제 대사체,3-페녹시벤조익산 (3-PBA),요,㎍/L,2023,elementary,초등학생,geometric_mean,1.05
피레스로이드계 살충제 대사체,3-페녹시벤조익산 (3-PBA),요,㎍/L,2023,elementary,초등학생,p95,6.91
피레스로이드계 살충제 대사체,3-페녹시벤조익산 (3-PBA),요,㎍/L,2023,middle_high_school,중고등학생,geometric_mean,0.953
피레스로이드계 살충제 대사체,3-페녹시벤조익산 (3-PBA),요,㎍/L,2023,middle_high_school,중고등학생,p95,4.11
피레스로이드계 살충제 대사체,3-페녹시벤조익산 (3-PBA),요,㎍/L,2023,adult,성인,geometric_mean,0.958
피레스로이드계 살충제 대사체,3-페녹시벤조익산 (3-PBA),요,㎍/L,2023,adult,성인,p95,5.9
피레스로이드계 살충제 대사체,3-페녹시벤조익산 (3-PBA),요,㎍/g cr.,2023,preschool,영유아,geometric_mean,0.885
피레스로이드계 살충제 대사체,3-페녹시벤조익산 (3-PBA),요,㎍/g cr.,2023,preschool,영유아,p95,4.49
피레스로이드계 살충제 대사체,3-페녹시벤조익산 (3-PBA),요,㎍/g cr.,2023,elementary,초등학생,geometric_mean,0.854
피레스로이드계 살충제 대사체,3-페녹시벤조익산 (3-PBA),요,㎍/g cr.,2023,elementary,초등학생,p95,4.61
피레스로이드계 살충제 대사체,3-페녹시벤조익산 (3-PBA),요,㎍/g cr.,2023,middle_high_school,중고등학생,geometric_mean,0.557
피레스로이드계 살충제 대사체,3-페녹시벤조익산 (3-PBA),요,㎍/g cr.,2023,middle_high_school,중고등학생,p95,2.28
피레스로이드계 살충제 대사체,3-페녹시벤조익산 (3-PBA),요,㎍/g cr.,2023,adult,성인,geometric_mean,0.97
피레스로이드계 살충제 대사체,3-페녹시벤조익산 (3-PBA),요,㎍/g cr.,2023,adult,성인,p95,5.92
휘발성 유기화합물 대사체,tt-뮤콘산,요,㎍/L,2023,preschool,영유아,geometric_mean,67.0
휘발성 유기화합물 대사체,tt-뮤콘산,요,㎍/L,2023,preschool,영유아,p95,327.0
휘발성 유기화합물 대사체,tt-뮤콘산,요,㎍/L,2023,elementary,초등학생,geometric_mean,64.0
휘발성 유기화합물 대사체,tt-뮤콘산,요,㎍/L,2023,elementary,초등학생,p95,332.0
휘발성 유기화합물 대사체,tt-뮤콘산,요,㎍/L,2023,middle_high_school,중고등학생,geometric_mean,51.1
휘발성 유기화합물 대사체,tt-뮤콘산,요,㎍/L,2023,middle_high_school,중고등학생,p95,316.0
휘발성 유기화합물 대사체,tt-뮤콘산,요,㎍/L,2023,adult,성인,geometric_mean,49.7
휘발성 유기화합물 대사체,tt-뮤콘산,요,㎍/L,2023,adult,성인,p95,241.0
휘발성 유기화합물 대사체,tt-뮤콘산,요,㎍/g cr.,2023,preschool,영유아,geometric_mean,78.0
휘발성 유기화합물 대사체,tt-뮤콘산,요,㎍/g cr.,2023,preschool,영유아,p95,355.0
휘발성 유기화합물 대사체,tt-뮤콘산,요,㎍/g cr.,2023,elementary,초등학생,geometric_mean,52.8
휘발성 유기화합물 대사체,tt-뮤콘산,요,㎍/g cr.,2023,elementary,초등학생,p95,274.0
휘발성 유기화합물 대사체,tt-뮤콘산,요,㎍/g cr.,2023,middle_high_school,중고등학생,geometric_mean,29.9
휘발성 유기화합물 대사체,tt-뮤콘산,요,㎍/g cr.,2023,middle_high_school,중고등학생,p95,162.0
휘발성 유기화합물 대사체,tt-뮤콘산,요,㎍/g cr.,2023,adult,성인,geometric_mean,50.6
휘발성 유기화합물 대사체,tt-뮤콘산,요,㎍/g cr.,2023,adult,성인,p95,211.0
휘발성 유기화합물 대사체,벤질머캅투르산,요,㎍/L,2023,preschool,영유아,geometric_mean,8.99
휘발성 유기화합물 대사체,벤질머캅투르산,요,㎍/L,2023,preschool,영유아,p95,50.9
휘발성 유기화합물 대사체,벤질머캅투르산,요,㎍/L,2023,elementary,초등학생,geometric_mean,5.99
휘발성 유기화합물 대사체,벤질머캅투르산,요,㎍/L,2023,elementary,초등학생,p95,30.2
휘발성 유기화합물 대사체,벤질머캅투르산,요,㎍/L,2023,middle_high_school,중고등학생,geometric_mean,4.25
휘발성 유기화합물 대사체,벤질머캅투르산,요,㎍/L,2023,middle_high_school,중고등학생,p95,18.8
휘발성 유기화합물 대사체,벤질머캅투르산,요,㎍/L,2023,adult,성인,geometric_mean,4.33
휘발성 유기화합물 대사체,벤질머캅투르산,요,㎍/L,2023,adult,성인,p95,20.6
휘발성 유기화합물 대사체,벤질머캅투르산,요,㎍/g cr.,2023,preschool,영유아,geometric_mean,10.2
휘발성 유기화합물 대사체,벤질머캅투르산,요,㎍/g cr.,2023,preschool,영유아,p95,50.3
휘발성 유기화합물 대사체,벤질머캅투르산,요,㎍/g cr.,2023,elementary,초등학생,geometric_mean,4.79
휘발성 유기화합물 대사체,벤질머캅투르산,요,㎍/g cr.,2023,elementary,초등학생,p95,23.4
휘발성 유기화합물 대사체,벤질머캅투르산,요,㎍/g cr.,2023,middle_high_school,중고등학생,geometric_mean,2.56
휘발성 유기화합물 대사체,벤질머캅투르산,요,㎍/g cr.,2023,middle_high_school,중고등학생,p95,13.5
휘발성 유기화합물 대사체,벤질머캅투르산,요,㎍/g cr.,2023,adult,성인,geometric_mean,4.35
휘발성 유기화합물 대사체,벤질머캅투르산,요,㎍/g cr.,2023,adult,성인,p95,18.5
니코틴 대사체,코티닌 (전체),요,㎍/L,2023,preschool,영유아,geometric_mean,2.13
니코틴 대사체,코티닌 (전체),요,㎍/L,2023,preschool,영유아,p95,6.72
니코틴 대사체,코티닌 (전체),요,㎍/L,2023,elementary,초등학생,geometric_mean,3.3
니코틴 대사체,코티닌 (전체),요,㎍/L,2023,elementary,초등학생,p95,11.2
니코틴 대사체,코티닌 (전체),요,㎍/L,2023,middle_high_school,중고등학생,geometric_mean,3.33
니코틴 대사체,코티닌 (전체),요,㎍/L,2023,middle_high_school,중고등학생,p95,13.1
니코틴 대사체,코티닌 (전체),요,㎍/L,2023,adult,성인,geometric_mean,6.55
니코틴 대사체,코티닌 (전체),요,㎍/L,2023,adult,성인,p95,1630.0
니코틴 대사체,코티닌 (전체),요,㎍/g cr.,2023,preschool,영유아,geometric_mean,2.47
니코틴 대사체,코티닌 (전체),요,㎍/g cr.,2023,preschool,영유아,p95,6.18
니코틴 대사체,코티닌 (전체),요,㎍/g cr.,2023,elementary,초등학생,geometric_mean,2.69
니코틴 대사체,코티닌 (전체),요,㎍/g cr.,2023,elementary,초등학생,p95,7.02
니코틴 대사체,코티닌 (전체),요,㎍/g cr.,2023,middle_high_school,중고등학생,geometric_mean,1.92
니코틴 대사체,코티닌 (전체),요,㎍/g cr.,2023,middle_high_school,중고등학생,p95,6.17
니코틴 대사체,코티닌 (전체),요,㎍/g cr.,2023,adult,성인,geometric_mean,6.65
니코틴 대사체,코티닌 (전체),요,㎍/g cr.,2023,adult,성인,p95,1503.0
니코틴 대사체,코티닌 (비흡연),요,㎍/L,2023,middle_high_school,중고등학생,geometric_mean,3.06
니코틴 대사체,코티닌 (비흡연),요,㎍/L,2023,middle_high_school,중고등학생,p95,9.53
니코틴 대사체,코티닌 (비흡연),요,㎍/L,2023,adult,성인,geometric_mean,2.0
니코틴 대사체,코티닌 (비흡연),요,㎍/L,2023,adult,성인,p95,13.1
니코틴 대사체,코티닌 (비흡연),요,㎍/g cr.,2023,middle_high_school,중고등학생,geometric_mean,1.76
니코틴 대사체,코티닌 (비흡연),요,㎍/g cr.,2023,middle_high_school,중고등학생,p95,4.72
니코틴 대사체,코티닌 (비흡연),요,㎍/g cr.,2023,adult,성인,geometric_mean,2.1
니코틴 대사체,코티닌 (비흡연),요,㎍/g cr.,2023,adult,성인,p95,11.1
니코틴 대사체,코티닌 (흡연),요,㎍/L,2023,middle_high_school,중고등학생,geometric_mean,524.0
니코틴 대사체,코티닌 (흡연),요,㎍/L,2023,middle_high_school,중고등학생,p95,1365.0
니코틴 대사체,코티닌 (흡연),요,㎍/L,2023,adult,성인,geometric_mean,883.0
니코틴 대사체,코티닌 (흡연),요,㎍/L,2023,adult,성인,p95,2559.0
니코틴 대사체,코티닌 (흡연),요,㎍/g cr.,2023,middle_high_school,중고등학생,geometric_mean,362.0
니코틴 대사체,코티닌 (흡연),요,㎍/g cr.,2023,middle_high_school,중고등학생,p95,2017.0
니코틴 대사체,코티닌 (흡연),요,㎍/g cr.,2023,adult,성인,geometric_mean,742.0
니코틴 대사체,코티닌 (흡연),요,㎍/g cr.,2023,adult,성인,p95,2748.0
과불화화합물,과불화옥탄산 (PFOA),혈액,㎍/L,2023,middle_high_school,중고등학생,geometric_mean,3.93
과불화화합물,과불화옥탄산 (PFOA),혈액,㎍/L,2023,middle_high_school,중고등학생,p95,9.4
과불화화합물,과불화옥탄산 (PFOA),혈액,㎍/L,2023,adult,성인,geometric_mean,6.81
과불화화합물,과불화옥탄산 (PFOA),혈액,㎍/L,2023,adult,성인,p95,18.7
과불화화합물,과불화옥탄설폰산 (PFOS),혈액,㎍/L,2023,middle_high_school,중고등학생,geometric_mean,6.13
과불화화합물,과불화옥탄설폰산 (PFOS),혈액,㎍/L,2023,middle_high_school,중고등학생,p95,13.1
과불화화합물,과불화옥탄설폰산 (PFOS),혈액,㎍/L,2023,adult,성인,geometric_mean,10.8
과불화화합물,과불화옥탄설폰산 (PFOS),혈액,㎍/L,2023,adult,성인,p95,32.6
과불화화합물,과불화헥세인설폰산 (PFHxS),혈액,㎍/L,2023,middle_high_school,중고등학생,geometric_mean,2.22
과불화화합물,과불화헥세인설폰산 (PFHxS),혈액,㎍/L,2023,middle_high_school,중고등학생,p95,5.48
과불화화합물,과불화헥세인설폰산 (PFHxS),혈액,㎍/L,2023,adult,성인,geometric_mean,4.06
과불화화합물,과불화헥세인설폰산 (PFHxS),혈액,㎍/L,2023,adult,성인,p95,14.3
과불화화합물,과불화녹살산 (PFNA),혈액,㎍/L,2023,middle_high_school,중고등학생,geometric_mean,0.895
과불화화합물,과불화녹살산 (PFNA),혈액,㎍/L,2023,middle_high_school,중고등학생,p95,1.92
과불화화합물,과불화녹살산 (PFNA),혈액,㎍/L,2023,adult,성인,geometric_mean,1.94
과불화화합물,과불화녹살산 (PFNA),혈액,㎍/L,2023,adult,성인,p95,5.17
과불화화합물,과불화데케인산 (PFDeA),혈액,㎍/L,2023,middle_high_school,중고등학생,geometric_mean,0.419
과불화화합물,과불화데케인산 (PFDeA),혈액,㎍/L,2023,middle_high_school,중고등학생,p95,0.989
과불화화합물,과불화데케인산 (PFDeA),혈액,㎍/L,2023,adult,성인,geometric_mean,0.869
과불화화합물,과불화데케인산 (PFDeA),혈액,㎍/L,2023,adult,성인,p95,2.78
잔류성유기오염물질,폴리염화비페닐 (PCB) 52,혈액,pg/mL,2023,middle_high_school,중고등학생,p95,19.1
잔류성유기오염물질,폴리염화비페닐 (PCB) 52,혈액,pg/mL,2023,adult,성인,p95,12.7
잔류성유기오염물질,폴리염화비페닐 (PCB) 52,혈액,ng/g lipid,2023,middle_high_school,중고등학생,p95,3.77
잔류성유기오염물질,폴리염화비페닐 (PCB) 52,혈액,ng/g lipid,2023,adult,성인,p95,2.08
잔류성유기오염물질,폴리염화비페닐 (PCB) 56,혈액,pg/mL,2023,middle_high_school,중고등학생,p95,3.59
잔류성유기오염물질,폴리염화비페닐 (PCB) 56,혈액,pg/mL,2023,adult,성인,p95,6.47
잔류성유기오염물질,폴리염화비페닐 (PCB) 56,혈액,ng/g lipid,2023,middle_high_school,중고등학생,p95,0.682
잔류성유기오염물질,폴리염화비페닐 (PCB) 56,혈액,ng/g lipid,2023,adult,성인,p95,0.998
잔류성유기오염물질,폴리염화비페닐 (PCB) 74,혈액,pg/mL,2023,middle_high_school,중고등학생,geometric_mean,2.5
잔류성유기오염물질,폴리염화비페닐 (PCB) 74,혈액,pg/mL,2023,middle_high_school,중고등학생,p95,9.15
잔류성유기오염물질,폴리염화비페닐 (PCB) 74,혈액,pg/mL,2023,adult,성인,geometric_mean,7.05
잔류성유기오염물질,폴리염화비페닐 (PCB) 74,혈액,pg/mL,2023,adult,성인,p95,22.5
잔류성유기오염물질,폴리염화비페닐 (PCB) 74,혈액,ng/g lipid,2023,middle_high_school,중고등학생,geometric_mean,0.479
잔류성유기오염물질,폴리염화비페닐 (PCB) 74,혈액,ng/g lipid,2023,middle_high_school,중고등학생,p95,1.83
잔류성유기오염물질,폴리염화비페닐 (PCB) 74,혈액,ng/g lipid,2023,adult,성인,geometric_mean,1.06
잔류성유기오염물질,폴리염화비페닐 (PCB) 74,혈액,ng/g lipid,2023,adult,성인,p95,3.69
잔류성유기오염물질,폴리염화비페닐 (PCB) 101,혈액,pg/mL,2023,middle_high_school,중고등학생,p95,7.05
잔류성유기오염물질,폴리염화비페닐 (PCB) 101,혈액,pg/mL,2023,adult,성인,p95,9.52
잔류성유기오염물질,폴리염화비페닐 (PCB) 101,혈액,ng/g lipid,2023,middle_high_school,중고등학생,p95,1.38
잔류성유기오염물질,폴리염화비페닐 (PCB) 101,혈액,ng/g lipid,2023,adult,성인,p95,1.53
잔류성유기오염물질,폴리염화비페닐 (PCB) 105,혈액,pg/mL,2023,middle_high_school,중고등학생,p95,3.44
잔류성유기오염물질,폴리염화비페닐 (PCB) 105,혈액,pg/mL,2023,adult,성인,geometric_mean,1.92
잔류성유기오염물질,폴리염화비페닐 (PCB) 105,혈액,pg/mL,2023,adult,성인,p95,10.5
잔류성유기오염물질,폴리염화비페닐 (PCB) 105,혈액,ng/g lipid,2023,middle_high_school,중고등학생,p95,0.655
잔류성유기오염물질,폴리염화비페닐 (PCB) 105,혈액,ng/g lipid,2023,adult,성인,geometric_mean,0.289
잔류성유기오염물질,폴리염화비페닐 (PCB) 105,혈액,ng/g lipid,2023,adult,성인,p95,1.56
잔류성유기오염물질,폴리염화비페닐 (PCB) 118,혈액,pg/mL,2023,middle_high_school,중고등학생,geometric_mean,3.57
잔류성유기오염물질,폴리염화비페닐 (PCB) 118,혈액,pg/mL,2023,middle_high_school,중고등학생,p95,13.6
잔류성유기오염물질,폴리염화비페닐 (PCB) 118,혈액,pg/mL,2023,adult,성인,geometric_mean,11.8
잔류성유기오염물질,폴리염화비페닐 (PCB) 118,혈액,pg/mL,2023,adult,성인,p95,45.3
잔류성유기오염물질,폴리염화비페닐 (PCB) 118,혈액,ng/g lipid,2023,middle_high_school,중고등학생,geometric_mean,0.681
잔류성유기오염물질,폴리염화비페닐 (PCB) 118,혈액,ng/g lipid,2023,middle_high_school,중고등학생,p95,2.72
잔류성유기오염물질,폴리염화비페닐 (PCB) 118,혈액,ng/g lipid,2023,adult,성인,geometric_mean,1.77
잔류성유기오염물질,폴리염화비페닐 (PCB) 118,혈액,ng/g lipid,2023,adult,성인,p95,6.94
잔류성유기오염물질,폴리염화비페닐 (PCB) 138,혈액,pg/mL,2023,middle_high_school,중고등학생,geometric_mean,6.31
잔류성유기오염물질,폴리염화비페닐 (PCB) 138,혈액,pg/mL,2023,middle_high_school,중고등학생,p95,34.2
잔류성유기오염물질,폴리염화비페닐 (PCB) 138,혈액,pg/mL,2023,adult,성인,geometric_mean,25.1
잔류성유기오염물질,폴리염화비페닐 (PCB) 138,혈액,pg/mL,2023,adult,성인,p95,125.0
잔류성유기오염물질,폴리염화비페닐 (PCB) 138,혈액,ng/g lipid,2023,middle_high_school,중고등학생,geometric_mean,1.2
잔류성유기오염물질,폴리염화비페닐 (PCB) 138,혈액,ng/g lipid,2023,middle_high_school,중고등학생,p95,6.88
잔류성유기오염물질,폴리염화비페닐 (PCB) 138,혈액,ng/g lipid,2023,adult,성인,geometric_mean,3.78
잔류성유기오염물질,폴리염화비페닐 (PCB) 138,혈액,ng/g lipid,2023,adult,성인,p95,19.5
잔류성유기오염물질,폴리염화비페닐 (PCB) 153,혈액,pg/mL,2023,middle_high_school,중고등학생,geometric_mean,9.29
잔류성유기오염물질,폴리염화비페닐 (PCB) 153,혈액,pg/mL,2023,middle_high_school,중고등학생,p95,45.0
잔류성유기오염물질,폴리염화비페닐 (PCB) 153,혈액,pg/mL,2023,adult,성인,geometric_mean,47.5
잔류성유기오염물질,폴리염화비페닐 (PCB) 153,혈액,pg/mL,2023,adult,성인,p95,194.0
잔류성유기오염물질,폴리염화비페닐 (PCB) 153,혈액,ng/g lipid,2023,middle_high_school,중고등학생,geometric_mean,1.77
잔류성유기오염물질,폴리염화비페닐 (PCB) 153,혈액,ng/g lipid,2023,middle_high_school,중고등학생,p95,8.26
잔류성유기오염물질,폴리염화비페닐 (PCB) 153,혈액,ng/g lipid,2023,adult,성인,geometric_mean,7.15
잔류성유기오염물질,폴리염화비페닐 (PCB) 153,혈액,ng/g lipid,2023,adult,성인,p95,30.5
잔류성유기오염물질,폴리염화비페닐 (PCB) 157,혈액,pg/mL,2023,middle_high_school,중고등학생,p95,1.33
잔류성유기오염물질,폴리염화비페닐 (PCB) 157,혈액,pg/mL,2023,adult,성인,p95,11.4
잔류성유기오염물질,폴리염화비페닐 (PCB) 157,혈액,ng/g lipid,2023,middle_high_school,중고등학생,p95,0.282
잔류성유기오염물질,폴리염화비페닐 (PCB) 157,혈액,ng/g lipid,2023,adult,성인,p95,1.92
잔류성유기오염물질,폴리염화비페닐 (PCB) 167,혈액,pg/mL,2023,adult,성인,p95,7.93
잔류성유기오염물질,폴리염화비페닐 (PCB) 167,혈액,ng/g lipid,2023,adult,성인,p95,1.3
잔류성유기오염물질,폴리염화비페닐 (PCB) 180,혈액,pg/mL,2023,middle_high_school,중고등학생,p95,22.4
잔류성유기오염물질,폴리염화비페닐 (PCB) 180,혈액,pg/mL,2023,adult,성인,geometric_mean,26.2
잔류성유기오염물질,폴리염화비페닐 (PCB) 180,혈액,pg/mL,2023,adult,성인,p95,170.0
잔류성유기오염물질,폴리염화비페닐 (PCB) 180,혈액,ng/g lipid,2023,middle_high_school,중고등학생,p95,4.41
잔류성유기오염물질,폴리염화비페닐 (PCB) 180,혈액,ng/g lipid,2023,adult,성인,geometric_mean,3.94
잔류성유기오염물질,폴리염화비페닐 (PCB) 180,혈액,ng/g lipid,2023,adult,성인,p95,26.8
잔류성유기오염물질,폴리염화비페닐 (PCB) 187,혈액,pg/mL,2023,middle_high_school,중고등학생,p95,16.1
잔류성유기오염물질,폴리염화비페닐 (PCB) 187,혈액,pg/mL,2023,adult,성인,geometric_mean,7.69
잔류성유기오염물질,폴리염화비페닐 (PCB) 187,혈액,pg/mL,2023,adult,성인,p95,78.3
잔류성유기오염물질,폴리염화비페닐 (PCB) 187,혈액,ng/g lipid,2023,middle_high_school,중고등학생,p95,3.09
잔류성유기오염물질,폴리염화비페닐 (PCB) 187,혈액,ng/g lipid,2023,adult,성인,geometric_mean,1.16
잔류성유기오염물질,폴리염화비페닐 (PCB) 187,혈액,ng/g lipid,2023,adult,성인,p95,11.2
잔류성유기오염물질,유기염소계 농약류 (OCP) pp'-DDT,혈액,pg/mL,2023,middle_high_school,중고등학생,p95,18.2
잔류성유기오염물질,유기염소계 농약류 (OCP) pp'-DDT,혈액,pg/mL,2023,adult,성인,geometric_mean,9.21
잔류성유기오염물질,유기염소계 농약류 (OCP) pp'-DDT,혈액,pg/mL,2023,adult,성인,p95,58.4
잔류성유기오염물질,유기염소계 농약류 (OCP) pp'-DDT,혈액,ng/g lipid,2023,middle_high_school,중고등학생,p95,3.33
잔류성유기오염물질,유기염소계 농약류 (OCP) pp'-DDT,혈액,ng/g lipid,2023,adult,성인,geometric_mean,1.39
잔류성유기오염물질,유기염소계 농약류 (OCP) pp'-DDT,혈액,ng/g lipid,2023,adult,성인,p95,8.89
잔류성유기오염물질,유기염소계 농약류 (OCP) pp'-DDE,혈액,pg/mL,2023,middle_high_school,중고등학생,geometric_mean,122.0
잔류성유기오염물질,유기염소계 농약류 (OCP) pp'-DDE,혈액,pg/mL,2023,middle_high_school,중고등학생,p95,334.0
잔류성유기오염물질,유기염소계 농약류 (OCP) pp'-DDE,혈액,pg/mL,2023,adult,성인,geometric_mean,403.0
잔류성유기오염물질,유기염소계 농약류 (OCP) pp'-DDE,혈액,pg/mL,2023,adult,성인,p95,1464.0
잔류성유기오염물질,유기염소계 농약류 (OCP) pp'-DDE,혈액,ng/g lipid,2023,middle_high_school,중고등학생,geometric_mean,23.3
잔류성유기오염물질,유기염소계 농약류 (OCP) pp'-DDE,혈액,ng/g lipid,2023,middle_high_school,중고등학생,p95,65.4
잔류성유기오염물질,유기염소계 농약류 (OCP) pp'-DDE,혈액,ng/g lipid,2023,adult,성인,geometric_mean,60.7
잔류성유기오염물질,유기염소계 농약류 (OCP) pp'-DDE,혈액,ng/g lipid,2023,adult,성인,p95,239.0
잔류성유기오염물질,유기염소계 농약류 (OCP) HCB,혈액,pg/mL,2023,middle_high_school,중고등학생,geometric_mean,27.4
잔류성유기오염물질,유기염소계 농약류 (OCP) HCB,혈액,pg/mL,2023,middle_high_school,중고등학생,p95,581.0
잔류성유기오염물질,유기염소계 농약류 (OCP) HCB,혈액,pg/mL,2023,adult,성인,geometric_mean,31.3
잔류성유기오염물질,유기염소계 농약류 (OCP) HCB,혈액,pg/mL,2023,adult,성인,p95,181.0
잔류성유기오염물질,유기염소계 농약류 (OCP) HCB,혈액,ng/g lipid,2023,middle_high_school,중고등학생,geometric_mean,5.21
잔류성유기오염물질,유기염소계 농약류 (OCP) HCB,혈액,ng/g lipid,2023,middle_high_school,중고등학생,p95,115.0
잔류성유기오염물질,유기염소계 농약류 (OCP) HCB,혈액,ng/g lipid,2023,adult,성인,geometric_mean,4.71
잔류성유기오염물질,유기염소계 농약류 (OCP) HCB,혈액,ng/g lipid,2023,adult,성인,p95,28.0
잔류성유기오염물질,유기염소계 농약류 (OCP) β-HCH,혈액,pg/mL,2023,middle_high_school,중고등학생,p95,34.7
잔류성유기오염물질,유기염소계 농약류 (OCP) β-HCH,혈액,pg/mL,2023,adult,성인,geometric_mean,23.2
잔류성유기오염물질,유기염소계 농약류 (OCP) β-HCH,혈액,pg/mL,2023,adult,성인,p95,122.0
잔류성유기오염물질,유기염소계 농약류 (OCP) β-HCH,혈액,ng/g lipid,2023,middle_high_school,중고등학생,p95,6.54
잔류성유기오염물질,유기염소계 농약류 (OCP) β-HCH,혈액,ng/g lipid,2023,adult,성인,geometric_mean,3.49
잔류성유기오염물질,유기염소계 농약류 (OCP) β-HCH,혈액,ng/g lipid,2023,adult,성인,p95,18.5
잔류성유기오염물질,유기염소계 농약류 (OCP) γ-HCH,혈액,pg/mL,2023,middle_high_school,중고등학생,p95,21.9
잔류성유기오염물질,유기염소계 농약류 (OCP) γ-HCH,혈액,pg/mL,2023,adult,성인,p95,21.9
잔류성유기오염물질,유기염소계 농약류 (OCP) γ-HCH,혈액,ng/g lipid,2023,middle_high_school,중고등학생,p95,4.34
잔류성유기오염물질,유기염소계 농약류 (OCP) γ-HCH,혈액,ng/g lipid,2023,adult,성인,p95,3.67
잔류성유기오염물질,폴리브롬화디페닐에테르 (PBDE) 47,혈액,pg/mL,2023,middle_high_school,중고등학생,p95,3.9
잔류성유기오염물질,폴리브롬화디페닐에테르 (PBDE) 47,혈액,pg/mL,2023,adult,성인,p95,3.4
잔류성유기오염물질,폴리브롬화디페닐에테르 (PBDE) 47,혈액,ng/g lipid,2023,middle_high_school,중고등학생,p95,0.747
잔류성유기오염물질,폴리브롬화디페닐에테르 (PBDE) 47,혈액,ng/g lipid,2023,adult,성인,p95,0.594
잔류성유기오염물질,폴리브롬화디페닐에테르 (PBDE) 153,혈액,pg/mL,2023,middle_high_school,중고등학생,p95,16.0
잔류성유기오염물질,폴리브롬화디페닐에테르 (PBDE) 153,혈액,pg/mL,2023,adult,성인,p95,40.9
잔류성유기오염물질,폴리브롬화디페닐에테르 (PBDE) 153,혈액,ng/g lipid,2023,middle_high_school,중고등학생,p95,2.87
잔류성유기오염물질,폴리브롬화디페닐에테르 (PBDE) 153,혈액,ng/g lipid,2023,adult,성인,p95,5.97
